,gene_stable_id,gene_type,gene_name,hgnc_name,hgnc_id,hgnc_id_exists,panther_id,tigrfam_id,wikigene_name,gene_description,pid_suffix
24543,ENSG00000059691,protein_coding,GATB,GATB,HGNC:8849,True,PTHR11659:SF0,TIGR00133,,glutamyl-tRNA amidotransferase subunit B [Source:HGNC Symbol;Acc:HGNC:8849],SF0
24544,ENSG00000059691,protein_coding,GATB,GATB,HGNC:8849,True,PTHR11659,TIGR00133,,glutamyl-tRNA amidotransferase subunit B [Source:HGNC Symbol;Acc:HGNC:8849],PTHR11659
24552,ENSG00000156222,protein_coding,SLC28A1,SLC28A1,HGNC:11001,True,PTHR10590:SF16,TIGR00804,SLC28A1,solute carrier family 28 member 1 [Source:HGNC Symbol;Acc:HGNC:11001],SF16
24553,ENSG00000156222,protein_coding,SLC28A1,SLC28A1,HGNC:11001,True,PTHR10590,TIGR00804,SLC28A1,solute carrier family 28 member 1 [Source:HGNC Symbol;Acc:HGNC:11001],PTHR10590
24698,ENSG00000068976,protein_coding,PYGM,PYGM,HGNC:9726,True,PTHR11468:SF29,TIGR02093,,"glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]",SF29
24699,ENSG00000068976,protein_coding,PYGM,PYGM,HGNC:9726,True,PTHR11468,TIGR02093,,"glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]",PTHR11468
24706,ENSG00000151962,protein_coding,RBM46,RBM46,HGNC:28401,True,PTHR21245,TIGR01648,RBM46,RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401],PTHR21245
24707,ENSG00000151962,protein_coding,RBM46,RBM46,HGNC:28401,True,PTHR21245:SF3,TIGR01648,RBM46,RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401],SF3
24792,ENSG00000094755,protein_coding,GABRP,GABRP,HGNC:4089,True,PTHR18945,TIGR00860,GABRP,gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089],PTHR18945
24793,ENSG00000094755,protein_coding,GABRP,GABRP,HGNC:4089,True,PTHR18945:SF33,TIGR00860,GABRP,gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089],SF33
24902,ENSG00000124568,protein_coding,SLC17A1,SLC17A1,HGNC:10929,True,PTHR11662,TIGR00894,SLC17A1,solute carrier family 17 member 1 [Source:HGNC Symbol;Acc:HGNC:10929],PTHR11662
24903,ENSG00000124568,protein_coding,SLC17A1,SLC17A1,HGNC:10929,True,PTHR11662:SF26,TIGR00894,SLC17A1,solute carrier family 17 member 1 [Source:HGNC Symbol;Acc:HGNC:10929],SF26
24929,ENSG00000172878,protein_coding,METAP1D,METAP1D,HGNC:32583,True,PTHR43330:SF8,TIGR00500,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial [Source:HGNC Symbol;Acc:HGNC:32583]",SF8
24930,ENSG00000172878,protein_coding,METAP1D,METAP1D,HGNC:32583,True,PTHR43330,TIGR00500,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial [Source:HGNC Symbol;Acc:HGNC:32583]",PTHR43330
24968,ENSG00000151322,protein_coding,NPAS3,NPAS3,HGNC:19311,True,PTHR23043:SF30,TIGR00229,NPAS3,neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:HGNC:19311],SF30
24969,ENSG00000151322,protein_coding,NPAS3,NPAS3,HGNC:19311,True,PTHR23043,TIGR00229,NPAS3,neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:HGNC:19311],PTHR23043
24993,ENSG00000213465,protein_coding,ARL2,ARL2,HGNC:693,True,PTHR45697:SF2,TIGR00231,ARL2,ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693],SF2
24994,ENSG00000213465,protein_coding,ARL2,ARL2,HGNC:693,True,PTHR45697,TIGR00231,ARL2,ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693],PTHR45697
25146,ENSG00000101974,protein_coding,ATP11C,ATP11C,HGNC:13554,True,PTHR24092:SF38,TIGR01652,ATP11C,ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554],SF38
25147,ENSG00000101974,protein_coding,ATP11C,ATP11C,HGNC:13554,True,PTHR24092,TIGR01652,ATP11C,ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554],PTHR24092
25148,ENSG00000101974,protein_coding,ATP11C,ATP11C,HGNC:13554,True,PTHR24092:SF38,TIGR01494,ATP11C,ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554],SF38
25149,ENSG00000101974,protein_coding,ATP11C,ATP11C,HGNC:13554,True,PTHR24092,TIGR01494,ATP11C,ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554],PTHR24092
25170,ENSG00000115919,protein_coding,KYNU,KYNU,HGNC:6469,True,PTHR14084,TIGR01814,KYNU,kynureninase [Source:HGNC Symbol;Acc:HGNC:6469],PTHR14084
25353,ENSG00000164466,protein_coding,SFXN1,SFXN1,HGNC:16085,True,PTHR11153:SF21,TIGR00798,SFXN1,sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085],SF21
25354,ENSG00000164466,protein_coding,SFXN1,SFXN1,HGNC:16085,True,PTHR11153,TIGR00798,SFXN1,sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085],PTHR11153
25602,ENSG00000177156,protein_coding,TALDO1,TALDO1,HGNC:11559,True,PTHR10683:SF18,TIGR00874,TALDO1,transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559],SF18
25603,ENSG00000177156,protein_coding,TALDO1,TALDO1,HGNC:11559,True,PTHR10683,TIGR00874,TALDO1,transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559],PTHR10683
25609,ENSG00000108846,protein_coding,ABCC3,ABCC3,HGNC:54,True,PTHR24223,TIGR00957,,ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54],PTHR24223
25610,ENSG00000108846,protein_coding,ABCC3,ABCC3,HGNC:54,True,PTHR24223:SF405,TIGR00957,,ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54],SF405
25621,ENSG00000091127,protein_coding,PUS7,PUS7,HGNC:26033,True,PTHR13326,TIGR00094,PUS7,pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033],PTHR13326
25622,ENSG00000091127,protein_coding,PUS7,PUS7,HGNC:26033,True,PTHR13326:SF21,TIGR00094,PUS7,pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033],SF21
25655,ENSG00000145451,protein_coding,GLRA3,GLRA3,HGNC:4328,True,PTHR18945:SF213,TIGR00860,GLRA3,glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328],SF213
25656,ENSG00000145451,protein_coding,GLRA3,GLRA3,HGNC:4328,True,PTHR18945,TIGR00860,GLRA3,glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328],PTHR18945
25721,ENSG00000198569,protein_coding,SLC34A3,SLC34A3,HGNC:20305,True,PTHR10010,TIGR01013,SLC34A3,solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305],PTHR10010
25722,ENSG00000198569,protein_coding,SLC34A3,SLC34A3,HGNC:20305,True,PTHR10010:SF35,TIGR01013,SLC34A3,solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305],SF35
25737,ENSG00000184903,protein_coding,IMMP2L,IMMP2L,HGNC:14598,True,PTHR46041,TIGR02227,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598],PTHR46041
25738,ENSG00000184903,protein_coding,IMMP2L,IMMP2L,HGNC:14598,True,PTHR46041:SF2,TIGR02227,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598],SF2
25748,ENSG00000109738,protein_coding,GLRB,GLRB,HGNC:4329,True,PTHR18945:SF29,TIGR00860,GLRB,glycine receptor beta [Source:HGNC Symbol;Acc:HGNC:4329],SF29
25749,ENSG00000109738,protein_coding,GLRB,GLRB,HGNC:4329,True,PTHR18945,TIGR00860,GLRB,glycine receptor beta [Source:HGNC Symbol;Acc:HGNC:4329],PTHR18945
25751,ENSG00000154027,protein_coding,AK5,AK5,HGNC:365,True,PTHR23359,TIGR01360,AK5,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365],PTHR23359
25752,ENSG00000154027,protein_coding,AK5,AK5,HGNC:365,True,PTHR23359:SF79,TIGR01360,AK5,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365],SF79
25758,ENSG00000146955,protein_coding,RAB19,RAB19,HGNC:19982,True,PTHR24073:SF362,TIGR00231,RAB19,"RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]",SF362
25759,ENSG00000146955,protein_coding,RAB19,RAB19,HGNC:19982,True,PTHR24073,TIGR00231,RAB19,"RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]",PTHR24073
25860,ENSG00000004059,protein_coding,ARF5,ARF5,HGNC:658,True,PTHR11711,TIGR00231,ARF5,ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658],PTHR11711
25861,ENSG00000004059,protein_coding,ARF5,ARF5,HGNC:658,True,PTHR11711:SF370,TIGR00231,ARF5,ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658],SF370
25904,ENSG00000162433,protein_coding,AK4,AK4,HGNC:363,True,PTHR23359,TIGR01351,AK4,adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363],PTHR23359
25905,ENSG00000162433,protein_coding,AK4,AK4,HGNC:363,True,PTHR23359:SF58,TIGR01351,AK4,adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363],SF58
26000,ENSG00000115866,protein_coding,DARS1,DARS1,HGNC:2678,True,PTHR43450,TIGR00458,DARS1,aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678],PTHR43450
26001,ENSG00000115866,protein_coding,DARS1,DARS1,HGNC:2678,True,PTHR43450:SF1,TIGR00458,DARS1,aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678],SF1
26022,ENSG00000023839,protein_coding,ABCC2,ABCC2,HGNC:53,True,PTHR24223:SF176,TIGR00957,ABCC2,ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53],SF176
26023,ENSG00000023839,protein_coding,ABCC2,ABCC2,HGNC:53,True,PTHR24223,TIGR00957,ABCC2,ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53],PTHR24223
26099,ENSG00000179950,protein_coding,PUF60,PUF60,HGNC:17042,True,PTHR47330,TIGR01645,PUF60,poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042],PTHR47330
26100,ENSG00000179950,protein_coding,PUF60,PUF60,HGNC:17042,True,PTHR47330:SF2,TIGR01645,PUF60,poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042],SF2
26109,ENSG00000133706,protein_coding,LARS1,LARS1,HGNC:6512,True,PTHR45794:SF1,TIGR00395,LARS1,leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512],SF1
26110,ENSG00000133706,protein_coding,LARS1,LARS1,HGNC:6512,True,PTHR45794,TIGR00395,LARS1,leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512],PTHR45794
26122,ENSG00000120805,protein_coding,ARL1,ARL1,HGNC:692,True,PTHR11711,TIGR00231,ARL1,ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692],PTHR11711
26123,ENSG00000120805,protein_coding,ARL1,ARL1,HGNC:692,True,PTHR11711:SF372,TIGR00231,ARL1,ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692],SF372
26201,ENSG00000144118,protein_coding,RALB,RALB,HGNC:9840,True,PTHR24070:SF199,TIGR00231,RALB,RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840],SF199
26202,ENSG00000144118,protein_coding,RALB,RALB,HGNC:9840,True,PTHR24070,TIGR00231,RALB,RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840],PTHR24070
26208,ENSG00000106049,protein_coding,HIBADH,HIBADH,HGNC:4907,True,PTHR22981:SF51,TIGR01692,HIBADH,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907],SF51
26209,ENSG00000106049,protein_coding,HIBADH,HIBADH,HGNC:4907,True,PTHR22981,TIGR01692,HIBADH,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907],PTHR22981
26249,ENSG00000188042,protein_coding,ARL4C,ARL4C,HGNC:698,True,PTHR11711:SF139,TIGR00231,ARL4C,ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698],SF139
26250,ENSG00000188042,protein_coding,ARL4C,ARL4C,HGNC:698,True,PTHR11711,TIGR00231,ARL4C,ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698],PTHR11711
26295,ENSG00000012061,protein_coding,ERCC1,ERCC1,HGNC:3433,True,PTHR12749,TIGR00597,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]",PTHR12749
26460,ENSG00000268089,protein_coding,GABRQ,GABRQ,HGNC:14454,True,PTHR18945:SF579,TIGR00860,,gamma-aminobutyric acid type A receptor subunit theta [Source:HGNC Symbol;Acc:HGNC:14454],SF579
26461,ENSG00000268089,protein_coding,GABRQ,GABRQ,HGNC:14454,True,PTHR18945,TIGR00860,,gamma-aminobutyric acid type A receptor subunit theta [Source:HGNC Symbol;Acc:HGNC:14454],PTHR18945
26505,ENSG00000196839,protein_coding,ADA,ADA,HGNC:186,True,PTHR11409:SF43,TIGR01430,ADA,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],SF43
26506,ENSG00000196839,protein_coding,ADA,ADA,HGNC:186,True,PTHR11409,TIGR01430,ADA,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],PTHR11409
26576,ENSG00000168268,protein_coding,NT5DC2,NT5DC2,HGNC:25717,True,PTHR12103,TIGR02244,NT5DC2,5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717],PTHR12103
26577,ENSG00000168268,protein_coding,NT5DC2,NT5DC2,HGNC:25717,True,PTHR12103:SF14,TIGR02244,NT5DC2,5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717],SF14
26664,ENSG00000156508,protein_coding,EEF1A1,EEF1A1,HGNC:3189,True,PTHR23115:SF236,TIGR00483,EEF1A1,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189],SF236
26665,ENSG00000156508,protein_coding,EEF1A1,EEF1A1,HGNC:3189,True,PTHR23115,TIGR00483,EEF1A1,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189],PTHR23115
26828,ENSG00000165060,protein_coding,FXN,FXN,HGNC:3951,True,PTHR16821,TIGR03421,FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951],PTHR16821
26829,ENSG00000165060,protein_coding,FXN,FXN,HGNC:3951,True,PTHR16821:SF4,TIGR03421,FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951],SF4
26830,ENSG00000165060,protein_coding,FXN,FXN,HGNC:3951,True,PTHR16821,TIGR03422,FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951],PTHR16821
26831,ENSG00000165060,protein_coding,FXN,FXN,HGNC:3951,True,PTHR16821:SF4,TIGR03422,FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951],SF4
26849,ENSG00000104835,protein_coding,SARS2,SARS2,HGNC:17697,True,PTHR11778:SF7,TIGR00414,SARS2,"seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]",SF7
26850,ENSG00000104835,protein_coding,SARS2,SARS2,HGNC:17697,True,PTHR11778,TIGR00414,SARS2,"seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]",PTHR11778
26856,ENSG00000122012,protein_coding,SV2C,SV2C,HGNC:30670,True,PTHR23511,TIGR01299,SV2C,synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670],PTHR23511
26857,ENSG00000122012,protein_coding,SV2C,SV2C,HGNC:30670,True,PTHR23511:SF6,TIGR01299,SV2C,synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670],SF6
26881,ENSG00000257046,protein_coding,SLCO1B3-SLCO1B7,SLCO1B3-SLCO1B7,HGNC:54403,True,PTHR11388:SF107,TIGR00805,SLCO1B3-SLCO1B7,SLCO1B3-SLCO1B7 readthrough [Source:HGNC Symbol;Acc:HGNC:54403],SF107
26882,ENSG00000257046,protein_coding,SLCO1B3-SLCO1B7,SLCO1B3-SLCO1B7,HGNC:54403,True,PTHR11388,TIGR00805,SLCO1B3-SLCO1B7,SLCO1B3-SLCO1B7 readthrough [Source:HGNC Symbol;Acc:HGNC:54403],PTHR11388
26928,ENSG00000150787,protein_coding,PTS,PTS,HGNC:9689,True,PTHR12589,TIGR00039,PTS,6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689],PTHR12589
26929,ENSG00000150787,protein_coding,PTS,PTS,HGNC:9689,True,PTHR12589:SF7,TIGR00039,PTS,6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689],SF7
26937,ENSG00000204394,protein_coding,VARS1,VARS1,HGNC:12651,True,PTHR11946,TIGR00422,VARS1,valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651],PTHR11946
26938,ENSG00000204394,protein_coding,VARS1,VARS1,HGNC:12651,True,PTHR11946:SF110,TIGR00422,VARS1,valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651],SF110
26956,ENSG00000101391,protein_coding,CDK5RAP1,CDK5RAP1,HGNC:15880,True,PTHR43020,TIGR01574,CDK5RAP1,CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880],PTHR43020
26957,ENSG00000101391,protein_coding,CDK5RAP1,CDK5RAP1,HGNC:15880,True,PTHR43020,TIGR00089,CDK5RAP1,CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880],PTHR43020
27055,ENSG00000165704,protein_coding,HPRT1,HPRT1,HGNC:5157,True,PTHR43340:SF6,TIGR01203,,hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157],SF6
27056,ENSG00000165704,protein_coding,HPRT1,HPRT1,HGNC:5157,True,PTHR43340,TIGR01203,,hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157],PTHR43340
27082,ENSG00000169692,protein_coding,AGPAT2,AGPAT2,HGNC:325,True,PTHR10434,TIGR00530,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325],PTHR10434
27083,ENSG00000169692,protein_coding,AGPAT2,AGPAT2,HGNC:325,True,PTHR10434:SF2,TIGR00530,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325],SF2
27095,ENSG00000105552,protein_coding,BCAT2,BCAT2,HGNC:977,True,PTHR11825:SF39,TIGR01123,BCAT2,branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977],SF39
27096,ENSG00000105552,protein_coding,BCAT2,BCAT2,HGNC:977,True,PTHR11825,TIGR01123,BCAT2,branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977],PTHR11825
27174,ENSG00000139998,protein_coding,RAB15,RAB15,HGNC:20150,True,PTHR47980,TIGR00231,RAB15,"RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]",PTHR47980
27175,ENSG00000139998,protein_coding,RAB15,RAB15,HGNC:20150,True,PTHR47980:SF4,TIGR00231,RAB15,"RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]",SF4
27209,ENSG00000229894,protein_coding,GK3P,GK3P,HGNC:4292,True,PTHR10196:SF86,TIGR01311,GK3P,glycerol kinase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4292],SF86
27210,ENSG00000229894,protein_coding,GK3P,GK3P,HGNC:4292,True,PTHR10196,TIGR01311,GK3P,glycerol kinase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4292],PTHR10196
27249,ENSG00000091138,protein_coding,SLC26A3,SLC26A3,HGNC:3018,True,PTHR11814:SF19,TIGR00815,SLC26A3,solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018],SF19
27250,ENSG00000091138,protein_coding,SLC26A3,SLC26A3,HGNC:3018,True,PTHR11814,TIGR00815,SLC26A3,solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018],PTHR11814
27260,ENSG00000070756,protein_coding,PABPC1,PABPC1,HGNC:8554,True,PTHR24012,TIGR01628,PABPC1,poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554],PTHR24012
27261,ENSG00000070756,protein_coding,PABPC1,PABPC1,HGNC:8554,True,PTHR24012:SF800,TIGR01628,PABPC1,poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554],SF800
27265,ENSG00000070756,protein_coding,PABPC1,PABPC1,HGNC:8554,True,PTHR24012:SF680,TIGR01628,PABPC1,poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554],SF680
27290,ENSG00000089041,protein_coding,P2RX7,P2RX7,HGNC:8537,True,PTHR10125,TIGR00863,P2RX7,purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537],PTHR10125
27291,ENSG00000089041,protein_coding,P2RX7,P2RX7,HGNC:8537,True,PTHR10125:SF13,TIGR00863,P2RX7,purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537],SF13
27316,ENSG00000100994,protein_coding,PYGB,PYGB,HGNC:9723,True,PTHR11468,TIGR02093,PYGB,glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723],PTHR11468
27317,ENSG00000100994,protein_coding,PYGB,PYGB,HGNC:9723,True,PTHR11468:SF29,TIGR02093,PYGB,glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723],SF29
27343,ENSG00000175003,protein_coding,SLC22A1,SLC22A1,HGNC:10963,True,PTHR24064:SF291,TIGR00898,SLC22A1,solute carrier family 22 member 1 [Source:HGNC Symbol;Acc:HGNC:10963],SF291
27344,ENSG00000175003,protein_coding,SLC22A1,SLC22A1,HGNC:10963,True,PTHR24064,TIGR00898,SLC22A1,solute carrier family 22 member 1 [Source:HGNC Symbol;Acc:HGNC:10963],PTHR24064
27430,ENSG00000151576,protein_coding,QTRT2,QTRT2,HGNC:25771,True,PTHR46064,TIGR00449,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2 [Source:HGNC Symbol;Acc:HGNC:25771],PTHR46064
27460,ENSG00000100577,protein_coding,GSTZ1,GSTZ1,HGNC:4643,True,PTHR42673,TIGR01262,GSTZ1,glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643],PTHR42673
27461,ENSG00000100577,protein_coding,GSTZ1,GSTZ1,HGNC:4643,True,PTHR42673:SF4,TIGR01262,GSTZ1,glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643],SF4
27547,ENSG00000135316,protein_coding,SYNCRIP,SYNCRIP,HGNC:16918,True,PTHR21245,TIGR01648,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918],PTHR21245
27548,ENSG00000135316,protein_coding,SYNCRIP,SYNCRIP,HGNC:16918,True,PTHR21245:SF11,TIGR01648,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918],SF11
27560,ENSG00000183828,protein_coding,NUDT14,NUDT14,HGNC:20141,True,PTHR11839,TIGR00052,NUDT14,nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141],PTHR11839
27561,ENSG00000183828,protein_coding,NUDT14,NUDT14,HGNC:20141,True,PTHR11839:SF15,TIGR00052,NUDT14,nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141],SF15
27589,ENSG00000265354,protein_coding,TIMM23,TIMM23,HGNC:17312,True,PTHR15371:SF27,TIGR00983,,translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312],SF27
27590,ENSG00000265354,protein_coding,TIMM23,TIMM23,HGNC:17312,True,PTHR15371,TIGR00983,,translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312],PTHR15371
27670,ENSG00000179115,protein_coding,FARSA,FARSA,HGNC:3592,True,PTHR11538:SF40,TIGR00468,FARSA,phenylalanyl-tRNA synthetase subunit alpha [Source:HGNC Symbol;Acc:HGNC:3592],SF40
27671,ENSG00000179115,protein_coding,FARSA,FARSA,HGNC:3592,True,PTHR11538,TIGR00468,FARSA,phenylalanyl-tRNA synthetase subunit alpha [Source:HGNC Symbol;Acc:HGNC:3592],PTHR11538
27677,ENSG00000218336,protein_coding,TENM3,TENM3,HGNC:29944,True,PTHR11219,TIGR03696,TENM3,teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944],PTHR11219
27678,ENSG00000218336,protein_coding,TENM3,TENM3,HGNC:29944,True,PTHR11219:SF65,TIGR03696,TENM3,teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944],SF65
27679,ENSG00000218336,protein_coding,TENM3,TENM3,HGNC:29944,True,PTHR11219,TIGR01643,TENM3,teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944],PTHR11219
27680,ENSG00000218336,protein_coding,TENM3,TENM3,HGNC:29944,True,PTHR11219:SF65,TIGR01643,TENM3,teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944],SF65
27706,ENSG00000131183,protein_coding,SLC34A1,SLC34A1,HGNC:11019,True,PTHR10010:SF21,TIGR01013,SLC34A1,solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019],SF21
27707,ENSG00000131183,protein_coding,SLC34A1,SLC34A1,HGNC:11019,True,PTHR10010,TIGR01013,SLC34A1,solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019],PTHR10010
27741,ENSG00000179262,protein_coding,RAD23A,RAD23A,HGNC:9812,True,PTHR10621,TIGR00601,RAD23A,"RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]",PTHR10621
27742,ENSG00000179262,protein_coding,RAD23A,RAD23A,HGNC:9812,True,PTHR10621:SF29,TIGR00601,RAD23A,"RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]",SF29
27822,ENSG00000166111,protein_coding,SVOP,SVOP,HGNC:25417,True,PTHR23511:SF31,TIGR00898,SVOP,SV2 related protein [Source:HGNC Symbol;Acc:HGNC:25417],SF31
27823,ENSG00000166111,protein_coding,SVOP,SVOP,HGNC:25417,True,PTHR23511,TIGR00898,SVOP,SV2 related protein [Source:HGNC Symbol;Acc:HGNC:25417],PTHR23511
